texto,sensivel
"







PORTARIA N° 2670/2022
Designa membros para compor Comissões Especiais
 
A
REITORA DA UNIVERSIDADE DO ESTADO DE MATO GROSSO, NO USO DE SUAS ATRIBUIÇÕES
LEGAIS
CONSIDERANDO o que estabelece o artigo 32 do Estatuto da UNEMAT,
que dispõe sobre as atribuições do Reitor;
CONSIDERANDO Ofício nº. 14127/2022-PRAD/ATA/UNEMAT, datado de 24.11.2022.
 
RESOLVE:
 
Art.
1° DESIGNAR os servidores
relacionados para comporem a COMISSÃO ESPECIAL ENCARREGADA DE PROMOVER, SUPERVISIONAR
E ACOMPANHAR O P",0
"



 PORTARIA N� 006/2015/CCAD/CADSS/SGP.
O SECRET�RIO DE ESTADO DE SA�DE, no uso de suas atribui��es legais, e
CONSIDERANDO o disposto na Lei Complementar n� 441 de 24 de outubro de 2011 e no Decreto n� 3006 de 05 de maio de 2004.
R E S O L V E:
Art. 1� Homologar as Avalia��es de Desempenho dos Servidores da Secretaria de Estado de Sa�de referente ao ano de 2013, conforme planilhas anexas a esta portaria, nos termos do Art. 9� do Decreto n� 3.006 de 05 de maio de 2004.
Art. 2� Esta portaria ent",0
"        PORTARIA - CEPS Nº 029/2011 - CEE/MT   O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, nos termos da Resolução nº 169/2006-CEE/MT, e tendo em vista o que consta do Processo nº 833636/2010-CEE/MT, e do Parecer CEPS nº 054/2011-CEE/MT, aprovado em 19 de julho de 2011,   R E S O L V E:   Art. 1º - Credenciar a Escola Técnica Albert Sabin, com sede na Avenida Paraná, nº 473 - E, município de Lucas do Rio Verde, MT, mantida pelo Centro ",1
     PORTARIA NÂº. 424/2010/GS/SEDUC/MT A SECRETÃ,1
"      PORTARIA - CEPS Nº 015/2011-CEE/MT   O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, nos termos da Resolução n.º 169/06-CEE/MT, e tendo em vista o que consta do Processo n.º 397197/2010-CEE/MT, e do Parecer CEPS nº 029/2011-CEE/MT, aprovado em 26 de abril de 2011, R E S O L V E: Art. 1º - Aditar à Portaria nº 051/2010-CEE/MT, DO de 03/10/2010, pelo mesmo período desta (de 14/09/2010 a 14/09/2015), CREDENCIAMENTO para que o Eixo Tecnológico A",1
"







PORTARIA N°35/2022/INTERMAT
 
EDITAL N. 001/2021, DE 28 DE JUNHO DE 2021
PROCESSO SELETIVO SIMPLIFICADO PARA CONTRATAÇÃO
TEMPORÁRIA
DE ANALISTA FUNDIÁRIO AGRÁRIO E AGENTE FUNDIÁRIO
AGRÁRIO.
 
O Presidente
do Instituto de Terras de Mato Grosso, no uso de suas atribuições legais e,
Considerando o edital n. 001/2021, de 28 de junho de 2021, processo seletivo
simplificado para contratação temporária de Analista Fundiário Agrário e Agente
Fundiário Agrário, que dispõe sobre a contrataçã",0
"







PORTARIA Nº 017/2019/CCAD/CADSS/SGP
 
O
SECRETÁRIO DE ESTADO DE SAÚDE, no uso
de suas atribuições legais, e
CONSIDERANDO o disposto na Lei Complementar nº 441, de 24 de
outubro de 2011 e no Decreto nº 3006, de 05 de maio de 2004.
R
E S O L V E:
Art.
1º Homologar as Avaliações de Desempenho dos Servidores da Secretaria de Estado
de Saúde referente ao ano de 2013, conforme planilhas anexas a esta
portaria, nos termos do Art. 9º do Decreto nº 3.006 de 05 de maio de 2004.
Art.
2º Est",0
"                                                                         PORTARIA Nº. 023/2013 O SECRETÁRIO DE ESTADO DE CULTURA, no uso das atribuições que lhe confere o art.71, II da Constituição Estadual c/c o Art.28, V, e, considerando os dispositivos da Lei nº. 8.666/93 e termos do Decreto nº. 7.217/2006 que regulamenta o acompanhamento e fiscalização da execução de contratos administrativos; RESOLVE: Art. 1º Designar a servidora Salime Daige Marques como gestora do Contrato nº 013/2013/SEC",1
"    DECRETO Nº           1.256,            DE   1º   DE            ABRIL              DE 2008.  Aprova o Estatuto da Fundação “Nova Chance” e dá outras providencias.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III e V da Constituição Estadual, e considerando o disposto na Lei Complementar nº 291, de 26 de dezembro de 2007,  DECRETA:  Art. 1º  Fica aprovado o Estatuto da Fundação “Nova Chance”, na forma do Anexo que integra o presente Decreto",1
"    AVISO  CONCURSO Nº 001/2009 “I PRÊMIO DETRAN/MT DE EDUCAÇÃO NO TRÂNSITO”      O DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN-MT, por meio de seu Presidente, no uso de suas atribuições, torna pública a RETIRADA da Sra. LARISSA SILVA FREIRE SPINELLI, representante do Escritório Antena da UNESCO em Mato Grosso como membro integrante da Comissão Julgadora do I Prêmio DETRAN/MT de Educação no Trânsito conforme Ofício 020/2009/EA, nomeada pela Portaria nº 106/2009/GP/DETRAN-MT de 18 de junho de 2009",1
"     LEI N° 7.478, DE 20 DE JULHO DE 2001.  Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2002 e dá outra providencias.  O GOVERNADOR DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o art.42 da Constituição Estadual , sanciona a seguinte lei:  DISPOSIÇÕES PRELIMINAR  Art. 1º - São estabelecidas, em cumprimento ao disposto no art. 162,§2º da Constituição Estadual , as diretrizes orçamentárias do Estado para 2002, compreendendo:  I – as prioridades e metas da administra",1
"     PORTARIA Nº  146/2013/CCAD/CADQV/SGP. O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais, e CONSIDERANDO o disposto na Lei Complementar nº 441 de 24 de outubro de 2011 e no Decreto nº 3006 de 05 de maio de 2004. R E S O L V E: Art. 1º Homologar as Avaliações de Desempenho dos Servidores da Secretaria de Estado de Saúde referente ao ano de 2012, conforme planilhas anexas a esta portaria, nos termos do Art. 9º do Decreto nº 3.006 de 05 de maio de 2004. Art. 2º Esta portaria en",1
"



A Secretaria de Estado do Meio Ambiente – SEMA/MT, em conformidade com o artigo 37 da Constituição Federal de 1988, torna públicas as seguintes licenças emitidas pela Superintendência de infraestrutura, Mineração, Indústria e Serviços – SUIMIIS.

                                                                                   Cuiabá – MT. 29 de junho de 2012. .



                                                                             PROTOCOLO


N° LICENÇA


RAZÃO SOCIAL


ATIVIDADE",0
"







PORTARIA  027/2024/INTERMAT
O Presidente
do Instituto de Terras de Mato Grosso - INTERMAT, no uso das atribuições que
lhe conferem os itens I e VI do artigo 5º do Decreto nº 1.546 de 26 de maio de
1.992, que aprova o Regulamento deste Órgão: Considerando a faculdade prevista
nos artigos 27 e 28, item I e II mais os parágrafos 1º e 2º da Lei n° 6.383 de
07 de dezembro de 1.976;
Considerando
os pressupostos contidos nos artigos 5º e 6º da Lei n° 3.922, de 20 de setembro
de 1.977; Co",0
"        PORTARIA Nº 061/2024/CGD/DETRAN/MT O CORREGEDOR DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DE MATO GROSSO, no uso de suas atribuições legais, delegadas através da Portaria n° 366/2023/GP/DETRAN-MT, e nos termos dos artigos 73 e 75, §1º, ambos da Lei Complementar nº 207, de 29 de dezembro de 2004, e artigo 4º da Lei 7.692, de 1º de julho de 2002; RESOLVE: Art. 1º Substituir o servidor Jardson Antônio Barbosa, matricula: 225771, pelo servidor Carlos Reinke, matricula:112334, com",1
"        PORTARIA Nº 270/2015/GP/DETRAN-MT O PRESIDENTE DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DE MATO GROSSO - DETRAN/MT, no uso de suas atribuições legais e de acordo com o art. 11 da Lei 7.692 de 1º de julho de 2002; CONSIDERANDO a necessidade de desconcentração das funções, possibilitando mais atenção a análise das questões de planejamento e diretrizes governamentais inerentes ao Detran-MT. RESOLVE: Art. 1º - Delegar à servidora VIVIANE RODRIGUES LEÃO, Analista do Serviço de Trânsito, Ma",1
"    PORTARIA Nº 046/SEC/2009 Regulamentar a publicação das Análises Técnicas de Projetos Culturais em Diário Oficial.  O SECRETÁRIO DE ESTADO DE CULTURA, no uso das atribuições legais que lhe confere o artigo 71, II, da Constituição Estadual,  Considerando o que preleciona o Decreto nº 1.842/2009 em seu artigo 12 parágrafo único que, “Caso o parecer seja desfavorável por qualquer das análises, o processo será imediatamente arquivado e comunicado ao proponente”; Considerando o princípio da Consid",1
    PORTARIA NÂº 380/2010/GBSES  O SECRETÃ,1
"    LEI NÂº           9.678,            DE   21   DE            DEZEMBRO           DE 2011.  Autor: Poder Executivo Institui o Sistema de InteligÃªncia de SeguranÃ§a PÃºblica do Estado de Mato Grosso - SISP/MT, e dÃ¡ outras providÃªncias.  A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispÃµe o Art. 42 da ConstituiÃ§Ã£o Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1Âº  Fica instituÃ­do, no Ã¢mbito do Estado de Mato Grosso, o Sistema de Inteli",1
"    PORTARIA N° 009/2012/GS/COFAZ/SEFAZ  O SECRETÁRIO DE ESTADO DE FAZENDA, no uso de suas atribuições legais, nos termos do artigo 170 da Lei Complementar nº 04 de 15 de outubro de 1990, c/c o artigo 69, da Lei Complementar nº 207 de 29 de dezembro de 2004, rep. no Diário Oficial do Estado de 18 de março de 2005, e;  Considerando o Ofício nº 795/2010/PDAPOT-gf, de 27/12/2010, da 14ª Promotoria Criminal Esp. Na Defesa da Administração Pública e Ordem Tributária, que encaminha cópia da Denúncia o",1
"







PORTARIA Nº. 152/2018/SEC
 
O SECRETÁRIO DE ESTADO DE CULTURA - SEC, no uso das atribuições que lhe confere o art. 71, II
da Constituição Estadual e, considerando os dispositivos da Lei nº. 8.666/93 e
termos do Decreto nº. 840/2017, Art. 99, §3º, I, que regulamenta o
acompanhamento e fiscalização da execução de contratos administrativos.
 
RESOLVE:
Art. 1º Designar
o servidor JOÃO ANDERSON PEREIRA HERANE, matrícula nº 289428, para exercer a
função de fiscal do Contrato nº 006/2018/S",0
"        PORTARIA CONJUNTA Nº 302/2017/CGE-COR/INDEA O PRESIDENTE DO INSITUTO DE DEFESA AGROPECUÁRIA, no uso de suas atribuições que lhe são conferidas pelos artigos 69 e 75, § 1º, da Lei Complementar nº 207/2004, alterada pelas Leis Complementares nº 213/2005 e 550/2014 e o SECRETÁRIO CONTROLADOR-GERAL DO ESTADO, no uso de suas atribuições que lhe são conferidas pelo artigo 3º da Lei Complementar nº 550/2014; Considerando a solicitação de prorrogação de prazo, para o término dos trabalhos ",1
"







PORTARIA Nº 758/2021/GP/DETRAN-MT
 
Altera o valor da tarifa cobrada pelos médicos
credenciados junto ao DETRAN/MT, para realização das avaliações de aptidão
física e mental, estabelecidas pela Lei nº 9.197, de 14 de agosto de 2009, e
outras providências.
 
O
PRESIDENTE DO DEPARTAMENTO DE TRÂNSITO DO ESTADO DE MATO GROSSO - DETRAN/MT, no uso de suas atribuições
legais;
Considerando
o disposto no artigo 21 da Resolução do CONTRAN nº 425/2012;
Considerando
o que determina o artigo 1",0
"    *DECRETO Nº       1.203,         DE    05    DE         MARÇO          DE 2008.  Dispõe sobre a estrutura organizacional da Secretaria de Estado do Meio Ambiente – SEMA, a redistribuição de cargos de Direção e Assessoramento e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 66, incisos III e V, da Constituição Estadual,  D E C R E T A:  Art. 1º A Secretaria de Estado do Meio Ambiente – SEMA tem por finalidade garantir a preservaçã",1
"    DECRETO NÂº        1.995,      DE   08     DE      NOVEMBRO       DE 2013.  DispÃµe sobre DeclaraÃ§Ã£o de Estabilidade no ServiÃ§o PÃºblico Estadual.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o art. 66, inciso III, da ConstituiÃ§Ã£o Estadual e de conformidade com o Processo nÂº 38400.94.2011.811.0041, na 5Âª Vara Especializada de Fazenda PÃºblica da Comarca de CuiabÃ¡/MT, protocolizado na Secretaria de AdministraÃ§Ã£o sob o Processo nÂº 552530/2013.  D ",1
"     Portaria Conjunta nº. 382/SAD/INTERMAT/2010.  O SECRETÁRIO DE ESTADO DE ADMINISTRAÇÃO E O PRESIDENTE DO INSTITUTO DE TERRAS DE MATO GROSSO - INTERMAT, no uso de suas atribuições legais, e considerando o disposto na Lei nº. 7.524, de 22 de Outubro de 2001 e no Decreto nº. 3.006, de 05 de maio de 2004,  RESOLVEM:   Art. 1º Homologar as Avaliações Anuais de Desempenho dos Servidores do Instituto de Terras de Mato Grosso - INTERMAT, referente ao ano de 2010, nos termos do Art. 9º, do Decreto nº",1
"        INSTRUÇÃO NORMATIVA CONJUNTA SEPLAN/SEFAZ/CGE Nº 001/2017, DE 09 DE MAIO DE 2017.   Estabelece diretrizes, normas e procedimentos para celebração, execução e prestação de contas de Termo de Cooperação para execução de ações em regime de mútua colaboração.   OS SECRETÁRIOS DE ESTADO DE PLANEJAMENTO, DE FAZENDA E O CONTROLADOR GERAL DO ESTADO, no uso de suas atribuições legais;   RESOLVEM:   CAPÍTULO I   DAS DISPOSIÇÕES INICIAIS   Art. 1º Normatizar a celebração de Termo de Coope",1
"        PORTARIA N° 033/GSF/SEFAZ/2024   Tornar público os valores do FETHAB Convênios, arrecadados no mês de janeiro de 2024.   O SECRETÁRIO DE ESTADO DE FAZENDA E A SECRETÁRIA ADJUNTA DO TESOURO ESTADUAL, no exercício das atribuições que lhe são conferidas;   Considerando o Princípio Constitucional da Publicidade dos atos administrativos, previsto no caput do art. 37 da Constituição Federal;   Considerando a Lei nº 7.263, de 27 de março de 2000, que cria o Fundo de Transporte e Habitaçã",1
"     RESOLUÇÃO nº 021/2010  O PRESIDENTE DO CONSELHO DE DESENVOLVIMENTO AGRÍCOLA – CDA, criado pela Lei Complementar n° 339, de 12 de dezembro de 2008 em seu Artigo 11, no uso das atribuições regimentais que lhe confere, do respectivo Conselho. resolve: Art. 1º - Conforme Decreto 1951/2009 que introduz alteração no Art. 17-A do Decreto 1589/1997 que regulamenta a Lei nº 6.883 de 02 de junho de 1997 que institui o PROALMAT – Programa de Incentivo a Cultura do Algodão de Mato Grosso e dá outras pr",1
"        PORTARIA N° 034/2017/SEGES   O SECRETÁRIO DE ESTADO DE GESTÃO, no uso das atribuições legais que lhe são conferidas no inciso VIII do artigo 71 da Constituição Estadual; Considerando que, diante da natureza jurídica do instituto da delegação, bem como do regramento próprio da matéria, a possibilidade de delegação é regra na Administração Pública, excepcionada apenas quando a lei expressamente consignar a indelegabilidade dos atos de determinado agente público; Considerando a Lei Co",1
"        DECRETO Nº         1.124,            DE   01   DE           AGOSTO         DE 2017.   Introduz alterações no Regulamento do ICMS, aprovado pelo Decreto n° 2.212, de 20 de março de 2014, e dá outras providências.   O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe são conferidas pelo artigo 66, inciso III, da Constituição Estadual, e   CONSIDERANDO a necessidade de se aperfeiçoar a legislação tributária no sentido de se assegurar a observância dos procedimentos v",1
"             PORTARIA / SINFRA/Nº/  710/2.010                         O SECRETÁRIO DE ESTADO DE INFRAESTRUTURA, no uso de suas atribuições legais,  RESOLVE: DESIGNAR , o servidor Engenheiro NELSON RIBEIRO DE MOURA, para Supervisionar e Fiscalizar a  Execução de Serviços Técnicos de Supervisão , Acompanhamento e Controle da Obra de Pavimentação Asfáltica , na Rodovia BR – 158/MT, Trecho: Divisa PA/MT – Divisa MT/GO , Segmento Km 340,00 – Km 375,10 , com extensão de 35,10 Km, de conformidade com o",1
"







PORTARIA Nº. 017/PAD
237632-2016/2017/POLITEC
O DIRETOR GERAL DA PERÍCIA OFICIAL E IDENTIFICAÇÃO
TÉCNICA DO ESTADO DE MATO GROSSO - POLITEC/MT, no uso de suas atribuições
que lhe são conferidas pelo artigo 2º, §1º, inciso III da Lei Complementar nº.
391, de 27/04/2010.
Considerando a solicitação de prorrogação de prazo
formulada e fundamentada pela presidência da Comissão Processante, para o
término dos trabalhos elucidativos do Processo Administrativo Disciplinar nº.
237632/2016;",0
